time_s,x_mm,y_mm,z_mm,odor_conc
19.48,10.0,10.0,5.0,1.1253517471925912e-07
19.490000000000002,10.0,10.0,5.0,1.1253517471925912e-07
19.5,10.0,10.0,5.0,1.1253517471925912e-07
19.51,10.0,10.0,5.0,1.1253517471925912e-07
19.52,10.0,10.0,5.0,1.1253517471925912e-07
19.53,10.0,10.0,5.0,1.1253517471925912e-07
19.54,10.0,10.0,5.0,1.1253517471925912e-07
19.55,10.0,10.0,5.0,1.1253517471925912e-07
19.56,10.0,10.0,5.0,1.1253517471925912e-07
19.57,10.0,10.0,5.0,1.1253517471925912e-07
19.580000000000002,10.0,10.0,5.0,1.1253517471925912e-07
19.59,10.0,10.0,5.0,1.1253517471925912e-07
19.6,10.0,10.0,5.0,1.1253517471925912e-07
19.61,10.0,10.0,5.0,1.1253517471925912e-07
19.62,10.0,10.0,5.0,1.1253517471925912e-07
19.63,10.0,10.0,5.0,1.1253517471925912e-07
19.64,10.0,10.0,5.0,1.1253517471925912e-07
19.650000000000002,10.0,10.0,5.0,1.1253517471925912e-07
19.66,10.0,10.0,5.0,1.1253517471925912e-07
19.67,10.0,10.0,5.0,1.1253517471925912e-07
19.68,10.0,10.0,5.0,1.1253517471925912e-07
19.69,10.0,10.0,5.0,1.1253517471925912e-07
19.7,10.0,10.0,5.0,1.1253517471925912e-07
19.71,10.0,10.0,5.0,1.1253517471925912e-07
19.72,10.0,10.0,5.0,1.1253517471925912e-07
19.73,10.0,10.0,5.0,1.1253517471925912e-07
19.740000000000002,10.0,10.0,5.0,1.1253517471925912e-07
19.75,10.0,10.0,5.0,1.1253517471925912e-07
19.76,10.0,10.0,5.0,1.1253517471925912e-07
19.77,10.0,10.0,5.0,1.1253517471925912e-07
19.78,10.0,10.0,5.0,1.1253517471925912e-07
19.79,10.0,10.0,5.0,1.1253517471925912e-07
19.8,10.0,10.0,5.0,1.1253517471925912e-07
19.81,10.0,10.0,5.0,1.1253517471925912e-07
19.82,10.0,10.0,5.0,1.1253517471925912e-07
19.830000000000002,10.0,10.0,5.0,1.1253517471925912e-07
19.84,10.0,10.0,5.0,1.1253517471925912e-07
19.85,10.0,10.0,5.0,1.1253517471925912e-07
19.86,10.0,10.0,5.0,1.1253517471925912e-07
19.87,10.0,10.0,5.0,1.1253517471925912e-07
19.88,10.0,10.0,5.0,1.1253517471925912e-07
19.89,10.0,10.0,5.0,1.1253517471925912e-07
19.900000000000002,10.0,10.0,5.0,1.1253517471925912e-07
19.91,10.0,10.0,5.0,1.1253517471925912e-07
19.92,10.0,10.0,5.0,1.1253517471925912e-07
19.93,10.0,10.0,5.0,1.1253517471925912e-07
19.94,10.0,10.0,5.0,1.1253517471925912e-07
19.95,10.0,10.0,5.0,1.1253517471925912e-07
19.96,10.0,10.0,5.0,1.1253517471925912e-07
19.97,10.0,10.0,5.0,1.1253517471925912e-07
19.98,10.0,10.0,5.0,1.1253517471925912e-07
19.990000000000002,10.0,10.0,5.0,1.1253517471925912e-07
